ID,Name,From,To,Height,Weight,Birth Date,Age,Nationality,Position,Shoots,College,Experience,Draft Year,Draft Round,Draft Pick,Draft Team,URL
2943,Don MacLean,1992-93,2000-01,208.0,106.0,1970-01-16,56.0,California,Small Forward and Power Forward,Right,UCLA,9,1992.0,1.0,19.0,Detroit Pistons,m/macledo01.html
2944,Mike Macaluso,1973-74,1973-74,196.0,95.0,1951-07-20,74.0,New York,Small Forward,Right,Canisius,1,1973.0,6.0,2.0,Buffalo Braves,m/macalmi01.html
2945,Ed Macauley,1949-50,1958-59,203.0,83.0,1928-03-22,98.0,Missouri,Center and Power Forward,Right,Saint Louis,10,1949.0,1.0,5.0,St. Louis Bombers,m/macaued01.html
2946,Scott Machado,2012-13,2018-19,185.0,92.0,1990-06-08,36.0,New York,Point Guard,Right,Iona College,2,,,,,m/machasc01.html
2947,Arvydas Macijauskas,2005-06,2005-06,193.0,97.0,1980-01-19,46.0,Lithuania,Shooting Guard,Right,,1,,,,,m/macijar01.html
2948,Ollie Mack,1979-80,1981-82,190.0,83.0,1957-06-06,69.0,New York,Shooting Guard,Right,East Carolina University,3,1979.0,2.0,3.0,Los Angeles Lakers,m/mackol01.html
2949,Sam Mack,1992-93,2001-02,201.0,99.0,1970-05-26,56.0,Illinois,Small Forward,Right,Iowa State,7,,,,,m/macksa01.html
2950,Shelvin Mack,2011-12,2018-19,190.0,92.0,1990-04-22,36.0,Kentucky,Point Guard and Shooting Guard,Right,Butler,8,2011.0,2.0,4.0,Washington Wizards,m/macksh01.html
2951,Malcolm Mackey,1993-94,1993-94,206.0,112.0,1970-07-11,56.0,Tennessee,Center,Right,Georgia Tech,1,1993.0,1.0,27.0,Phoenix Suns,m/mackema01.html
2952,Rudy Macklin,1981-82,1983-84,201.0,92.0,1958-02-19,68.0,Kentucky,Small Forward,Right,LSU,3,1981.0,3.0,6.0,Atlanta Hawks,m/macklru01.html
2953,Vernon Macklin,2011-12,2011-12,208.0,102.0,1986-09-20,39.0,Virginia,Center,Right,Georgetown,1,2011.0,2.0,22.0,Detroit Pistons,m/macklve01.html
2954,Johnny Macknowski,1949-50,1950-51,183.0,81.0,1923-01-07,103.0,Poland,Guard/Forward,Right,Seton Hall,2,1948.0,3.0,,Rochester Royals,m/macknjo01.html
2955,Daryl Macon,2018-19,2019-20,188.0,83.0,1995-11-29,30.0,Arkansas,Point Guard and Shooting Guard,Right,Arkansas,2,,,,,m/maconda01.html
2956,Mark Macon,1991-92,1998-99,196.0,83.0,1969-04-14,57.0,Michigan,Shooting Guard and Point Guard,Right,Temple,6,1991.0,1.0,8.0,Denver Nuggets,m/maconma01.html
2957,J.P. Macura,2018-19,2019-20,193.0,92.0,1995-06-05,31.0,Minnesota,Shooting Guard,Right,Xavier,2,,,,,m/macurjp01.html
2958,Kyle Macy,1980-81,1986-87,190.0,79.0,1957-04-09,69.0,Indiana,Point Guard,Right,Purdue,7,1979.0,1.0,22.0,Phoenix Suns,m/macyky01.html
2960,Tito Maddox,2002-03,2002-03,193.0,86.0,1981-06-07,45.0,California,Shooting Guard,Right,Fresno State,1,2002.0,2.0,9.0,Houston Rockets,m/maddoti01.html
2961,Gerald Madkins,1993-94,1997-98,193.0,90.0,1969-04-18,57.0,California,Shooting Guard,Right,UCLA,3,,,,,m/madkige01.html
2962,Mark Madsen,2000-01,2008-09,206.0,108.0,1976-01-28,50.0,California,Center and Power Forward,Right,Stanford,9,2000.0,1.0,29.0,Los Angeles Lakers,m/madsema01.html
2963,Norm Mager,1950-51,1950-51,196.0,83.0,1926-03-23,100.0,New York,Forward,Right,City College of New York,1,1950.0,5.0,2.0,Baltimore Bullets,m/magerno01.html
2964,Josh Magette,2017-18,2019-20,185.0,72.0,1989-11-28,36.0,Alabama,Point Guard,Left,Alabama-Huntsville,2,,,,,m/magetjo01.html
2965,Corey Maggette,1999-00,2012-13,198.0,98.0,1979-11-12,46.0,Illinois,"Small Forward, Shooting Guard, and Power Forward",Right,Duke,14,1999.0,1.0,13.0,Seattle SuperSonics,m/maggeco01.html
2966,Dave Magley,1982-83,1982-83,203.0,91.0,1959-11-24,66.0,Indiana,Small Forward,Right,Kansas,1,1982.0,2.0,5.0,Cleveland Cavaliers,m/magleda01.html
2967,Jamaal Magloire,2000-01,2011-12,211.0,117.0,1978-05-21,48.0,Ontario,Center,Right,Kentucky,12,2000.0,1.0,19.0,Charlotte Hornets,m/magloja01.html
2968,Will Magnay,2020-21,2020-21,208.0,106.0,1998-06-10,28.0,Australia,Center,Right,Tulsa,1,,,,,m/magnawi01.html
2970,Ian Mahinmi,2007-08,2019-20,211.0,118.0,1986-11-05,39.0,France,Center,Right,,12,2005.0,1.0,28.0,San Antonio Spurs,m/mahinia01.html
2971,John Mahnken,1949-50,1952-53,203.0,99.0,1922-06-16,104.0,New Jersey,Center,Right,Georgetown,4,,,,,m/mahnkjo01.html
2973,Mo Mahoney,1952-53,1953-54,188.0,92.0,1927-11-20,98.0,New York,Forward,Right,Brown University,2,1950.0,6.0,1.0,Boston Celtics,m/mahonmo01.html
2974,Rick Mahorn,1980-81,1998-99,208.0,108.0,1958-09-21,67.0,Connecticut,Power Forward and Center,Right,Hampton,18,1980.0,2.0,12.0,Washington Bullets,m/mahorri01.html
2975,Dan Majerle,1988-89,2001-02,198.0,97.0,1965-09-09,60.0,Michigan,Shooting Guard and Small Forward,Right,Central Michigan University,14,1988.0,1.0,14.0,Phoenix Suns,m/majerda01.html
2976,Renaldo Major,2006-07,2006-07,201.0,90.0,1982-05-07,44.0,Illinois,Power Forward,Right,South Plains College,1,,,,,m/majorre01.html
2977,Thon Maker,2016-17,2020-21,213.0,100.0,1997-02-25,29.0,South Sudan,Center and Power Forward,Right,,5,2016.0,1.0,10.0,Milwaukee Bucks,m/makerth01.html
2979,Théo Maledon,2020-21,2023-24,193.0,79.0,2001-06-12,25.0,France,Point Guard,Right,,4,2020.0,2.0,4.0,Philadelphia 76ers,m/maledth01.html
2980,Jeff Malone,1983-84,1995-96,193.0,92.0,1961-06-28,65.0,Alabama,Shooting Guard,Right,Mississippi State,13,1983.0,1.0,10.0,Washington Bullets,m/malonje01.html
2981,Karl Malone,1985-86,2003-04,206.0,113.0,1963-07-24,62.0,Louisiana,Power Forward,Right,Louisiana Tech,19,1985.0,1.0,13.0,Utah Jazz,m/malonka01.html
2982,Moses Malone,1976-77,1994-95,208.0,97.0,1955-03-23,71.0,Virginia,Center and Power Forward,Right,,19,,,,,m/malonmo01.html
2983,Matt Maloney,1996-97,2002-03,190.0,87.0,1971-12-06,54.0,Maryland,Point Guard,Right,Vanderbilt,6,,,,,m/malonma01.html
2984,Steve Malovic,1979-80,1979-80,208.0,104.0,1956-07-21,69.0,Ohio,Power Forward,Right,USC,1,1978.0,7.0,18.0,Phoenix Suns,m/malovst01.html
2986,Khaman Maluach,2025-26,2025-26,216.0,113.0,2006-09-14,19.0,South Sudan,Center,Right,Duke,1,2025.0,1.0,10.0,Houston Rockets,m/maluakh01.html
2987,Sandro Mamukelashvili,2021-22,2025-26,206.0,108.0,1999-05-23,27.0,New York,Center and Power Forward,Left,Seton Hall,5,2021.0,2.0,24.0,Indiana Pacers,m/mamuksa01.html
2988,Ted Manakas,1973-74,1973-74,188.0,81.0,1951-02-22,75.0,New Jersey,Shooting Guard,Right,Princeton,1,1973.0,3.0,1.0,Atlanta Hawks,m/manakte01.html
2989,John Mandic,1949-50,1949-50,193.0,92.0,1919-10-03,106.0,California,Forward/Center,Right,Oregon State,1,1947.0,9.0,,Washington Capitols,m/mandijo01.html
2990,Karim Mané,2020-21,2020-21,190.0,86.0,2000-05-16,26.0,Senegal,Point Guard,Right,Vanier College,1,,,,,m/maneka01.html
2992,Terance Mann,2019-20,2025-26,198.0,97.0,1996-10-18,29.0,New York,Shooting Guard and Small Forward,Right,Florida State,7,2019.0,2.0,18.0,Los Angeles Clippers,m/mannte01.html
2993,Tre Mann,2021-22,2025-26,193.0,80.0,2001-02-03,25.0,Florida,Point Guard,Right,Florida,5,2021.0,1.0,18.0,Oklahoma City Thunder,m/manntr01.html
2994,Danny Manning,1988-89,2002-03,208.0,104.0,1966-05-17,60.0,Mississippi,Power Forward,Right,Kansas,15,1988.0,1.0,1.0,Los Angeles Clippers,m/mannida01.html
2995,Ed Manning,1967-68,1970-71,201.0,95.0,1944-01-02,82.0,Mississippi,Small Forward and Power Forward,Right,Jackson State University,4,1967.0,8.0,1.0,Baltimore Bullets,m/mannied01.html
2997,Rich Manning,1995-96,1996-97,211.0,114.0,1970-06-23,56.0,Washington,Power Forward,Right,Syracuse,2,1993.0,2.0,13.0,Atlanta Hawks,m/manniri01.html
2998,Nico Mannion,2020-21,2020-21,188.0,86.0,2001-03-14,25.0,Italy,Point Guard,Right,Arizona,1,2020.0,2.0,18.0,Golden State Warriors,m/mannini01.html
2999,Pace Mannion,1983-84,1988-89,201.0,86.0,1960-09-22,65.0,Utah,Small Forward,Right,Utah,6,1983.0,2.0,19.0,Golden State Warriors,m/mannipa01.html
3000,Chris Mañon,2025-26,2025-26,193.0,94.0,2001-12-09,24.0,New Jersey,Shooting Guard,Right,Cornell,1,,,,,m/manonch01.html
3001,Nick Mantis,1959-60,1962-63,190.0,86.0,1935-12-07,90.0,Indiana,Shooting Guard,Right,Northwestern,2,1959.0,5.0,7.0,St. Louis Hawks,m/mantini01.html
3002,Pete Maravich,1970-71,1979-80,196.0,89.0,1947-06-22,79.0,Pennsylvania,Shooting Guard,Right,LSU,10,1970.0,1.0,3.0,Atlanta Hawks,m/maravpe01.html
3004,Devyn Marble,2014-15,2015-16,198.0,90.0,1992-09-21,33.0,Michigan,Shooting Guard,Right,Iowa,2,2014.0,2.0,26.0,Denver Nuggets,m/marblde01.html
3005,Roy Marble,1989-90,1993-94,198.0,86.0,1966-12-13,59.0,Michigan,Small Forward and Shooting Guard,Right,Iowa,2,1989.0,1.0,23.0,Atlanta Hawks,m/marblro01.html
3006,Stephon Marbury,1996-97,2008-09,188.0,81.0,1977-02-20,49.0,New York,Point Guard,Right,Georgia Tech,13,1996.0,1.0,4.0,Milwaukee Bucks,m/marbust01.html
3007,Šarūnas Marčiulionis,1989-90,1996-97,196.0,90.0,1964-06-13,62.0,Lithuania,Shooting Guard and Small Forward,Left,,7,1987.0,6.0,13.0,Golden State Warriors,m/marcisa01.html
3009,Jack Marin,1966-67,1976-77,201.0,90.0,1944-10-12,81.0,Pennsylvania,Small Forward,Left,Duke,11,1966.0,1.0,5.0,Baltimore Bullets,m/marinja01.html
3010,Shawn Marion,1999-00,2014-15,201.0,99.0,1978-05-07,48.0,Illinois,Small Forward and Power Forward,Right,Vincennes University,16,1999.0,1.0,9.0,Phoenix Suns,m/mariosh01.html
3011,Boban Marjanović,2015-16,2023-24,224.0,131.0,1988-08-15,37.0,Serbia,Center,Right,,9,,,,,m/marjabo01.html
3012,Lauri Markkanen,2017-18,2025-26,216.0,108.0,1997-05-22,29.0,Finland,Power Forward and Small Forward,Right,Arizona,9,2017.0,1.0,7.0,Minnesota Timberwolves,m/markkla01.html
3013,Damir Markota,2006-07,2006-07,208.0,102.0,1985-12-26,40.0,Bosnia and Herzegovina,Power Forward,Right,,1,2006.0,2.0,29.0,San Antonio Spurs,m/markoda01.html
3014,Sean Marks,1998-99,2010-11,208.0,113.0,1975-08-23,50.0,New Zealand,Power Forward and Center,Right,California,11,1998.0,2.0,15.0,New York Knicks,m/marksse01.html
3015,Harvey Marlatt,1970-71,1972-73,190.0,83.0,1948-08-26,77.0,Michigan,Shooting Guard,Right,Eastern Michigan,3,1970.0,16.0,2.0,Detroit Pistons,m/marlaha01.html
3016,Jim Marsh,1971-72,1971-72,201.0,97.0,1946-04-26,80.0,California,Small Forward,Right,USC,1,1968.0,11.0,2.0,Seattle SuperSonics,m/marshji01.html
3017,Ricky Marsh,1977-78,1977-78,190.0,90.0,1954-03-10,72.0,New York,Shooting Guard,Right,Manhattan University,1,1977.0,8.0,16.0,Golden State Warriors,m/marshri01.html
3018,Donny Marshall,1995-96,2002-03,201.0,104.0,1972-07-17,53.0,Michigan,Small Forward,Right,UConn,5,1995.0,2.0,10.0,Cleveland Cavaliers,m/marshdo02.html
3019,Donyell Marshall,1994-95,2008-09,206.0,98.0,1973-05-18,53.0,Pennsylvania,Power Forward and Small Forward,Right,UConn,15,1994.0,1.0,4.0,Minnesota Timberwolves,m/marshdo01.html
3020,Kendall Marshall,2012-13,2015-16,193.0,90.0,1991-08-19,34.0,Virginia,Point Guard,Left,UNC,4,2012.0,1.0,13.0,Phoenix Suns,m/marshke01.html
3021,Naji Marshall,2020-21,2025-26,198.0,99.0,1998-01-24,28.0,New Jersey,Small Forward,Right,Xavier,6,,,,,m/marshna01.html
3022,Rawle Marshall,2005-06,2006-07,206.0,86.0,1982-02-20,44.0,Guyana,Shooting Guard and Small Forward,Right,Ball State University,2,,,,,m/marshra01.html
3023,Tom Marshall,1954-55,1958-59,193.0,97.0,1931-01-06,95.0,Tennessee,Small Forward,Right,Western Kentucky,4,1954.0,1.0,7.0,Rochester Royals,m/marshto01.html
3024,Vester Marshall,1973-74,1973-74,201.0,90.0,1948-12-22,77.0,Alabama,Small Forward,Right,Oklahoma,1,,,,,m/marshve01.html
3025,Alijah Martin,2025-26,2025-26,188.0,95.0,2001-12-26,24.0,Mississippi,Shooting Guard,Right,Florida Atlantic University,1,2025.0,2.0,9.0,Toronto Raptors,m/martial01.html
3026,Bill Martin,1985-86,1987-88,201.0,92.0,1962-08-16,63.0,District of Columbia,Small Forward,Right,Georgetown,3,1985.0,2.0,2.0,Indiana Pacers,m/martibi01.html
3027,Bob Martin,1993-94,1994-95,213.0,113.0,1969-10-07,56.0,Minnesota,Center,Right,Minnesota,2,,,,,m/martibo01.html
3028,Brian Martin,1985-86,1985-86,206.0,96.0,1962-08-18,63.0,Arkansas,Small Forward and Power Forward,Right,Kansas,1,1984.0,9.0,1.0,Indiana Pacers,m/martibr01.html
3029,Caleb Martin,2019-20,2025-26,196.0,92.0,1995-09-28,30.0,North Carolina,Small Forward,Right,NC State,7,,,,,m/martica02.html
3030,Cartier Martin,2008-09,2014-15,201.0,99.0,1984-11-20,41.0,Texas,Small Forward,Right,Kansas State,7,,,,,m/martica01.html
3031,Cody Martin,2019-20,2025-26,198.0,92.0,1995-09-28,30.0,North Carolina,Small Forward,Right,NC State,7,2019.0,2.0,6.0,Charlotte Hornets,m/martico01.html
3032,Cuonzo Martin,1995-96,1996-97,196.0,96.0,1971-09-23,54.0,Missouri,Shooting Guard,Right,Purdue,2,1995.0,2.0,28.0,Atlanta Hawks,m/marticu01.html
3033,Darrick Martin,1994-95,2007-08,180.0,77.0,1971-03-06,55.0,Colorado,Point Guard,Left,UCLA,13,,,,,m/martida01.html
3036,Fernando Martín,1986-87,1986-87,206.0,99.0,1962-03-25,64.0,Spain,Center,Right,,1,1985.0,2.0,14.0,New Jersey Nets,m/martife01.html
3037,Jarell Martin,2015-16,2018-19,208.0,108.0,1994-05-24,32.0,Louisiana,Power Forward,Right,LSU,4,2015.0,1.0,25.0,Memphis Grizzlies,m/martija01.html
3038,Jaylen Martin,2024-25,2024-25,198.0,97.0,2004-01-28,22.0,Florida,Small Forward,Right,,1,,,,,m/martija02.html
3039,Jeff Martin,1989-90,1990-91,196.0,88.0,1967-01-14,59.0,Arkansas,Point Guard and Shooting Guard,Right,Murray State,2,1989.0,2.0,4.0,Los Angeles Clippers,m/martije01.html
3040,Jeremiah Martin,2019-20,2020-21,188.0,83.0,1996-06-19,30.0,Tennessee,Point Guard,Left,Memphis,2,,,,,m/martije02.html
3041,Kelan Martin,2019-20,2021-22,196.0,104.0,1995-08-03,30.0,Kentucky,Small Forward,Right,Butler,3,,,,,m/martike03.html
3042,Kenyon Martin,2000-01,2014-15,206.0,106.0,1977-12-30,48.0,Michigan,Power Forward and Center,Right,Cincinnati,15,2000.0,1.0,1.0,New Jersey Nets,m/martike01.html
3043,Kevin Martin,2004-05,2015-16,201.0,90.0,1983-02-01,43.0,Ohio,Shooting Guard and Point Guard,Right,Western Carolina University,12,2004.0,1.0,26.0,Sacramento Kings,m/martike02.html
3044,KJ Martin,2020-21,2024-25,198.0,97.0,2001-01-06,25.0,California,Small Forward and Power Forward,Right,,5,2020.0,2.0,22.0,Sacramento Kings,m/martike04.html
3045,LaRue Martin,1972-73,1975-76,211.0,94.0,1950-03-30,76.0,Illinois,Center,Right,Loyola Chicago,4,1972.0,1.0,1.0,Portland Trail Blazers,m/martila01.html
3046,Maurice Martin,1986-87,1987-88,198.0,90.0,1964-07-02,62.0,New York,Small Forward,Right,Saint Joseph's,2,1986.0,1.0,16.0,Denver Nuggets,m/martima01.html
3047,Phil Martin,1954-55,1954-55,190.0,86.0,1928-04-02,98.0,Michigan,Small Forward,Right,Toledo,1,1954.0,4.0,2.0,Milwaukee Hawks,m/martiph01.html
3048,Slater Martin,1949-50,1959-60,178.0,77.0,1925-10-22,100.0,Texas,Point Guard,Right,Texas,11,1949.0,3.0,,Minneapolis Lakers,m/martisl01.html
3049,Tyrese Martin,2022-23,2025-26,198.0,97.0,1999-03-07,27.0,Pennsylvania,Shooting Guard,Right,Rhode Island,3,2022.0,2.0,21.0,Golden State Warriors,m/martity01.html
3050,Whitey Martin,1961-62,1961-62,188.0,83.0,1939-04-11,87.0,New York,Shooting Guard,Right,St. Bonaventure,1,1961.0,2.0,6.0,New York Knicks,m/martiwh01.html
3051,Jahmai Mashack,2025-26,2025-26,193.0,92.0,2002-11-10,23.0,California,Shooting Guard,Right,Tennessee,1,2025.0,2.0,29.0,Houston Rockets,m/mashaja01.html
3052,Jamal Mashburn,1993-94,2003-04,203.0,108.0,1972-11-29,53.0,New York,Small Forward,Right,Kentucky,11,1993.0,1.0,4.0,Dallas Mavericks,m/mashbja01.html
3053,Al Masino,1952-53,1953-54,178.0,78.0,1928-02-05,98.0,New York,Point Guard,Right,Canisius,2,,,,,m/masinal01.html
3054,Anthony Mason,1989-90,2002-03,203.0,113.0,1966-12-14,59.0,Florida,"Power Forward, Small Forward, and Center",Left,Tennessee State,13,1988.0,3.0,3.0,Portland Trail Blazers,m/masonan01.html
3055,Desmond Mason,2000-01,2009-10,196.0,101.0,1977-10-11,48.0,Texas,Small Forward and Shooting Guard,Right,Oklahoma State,10,2000.0,1.0,17.0,Seattle SuperSonics,m/masonde01.html
3056,Frank Mason III,2017-18,2020-21,180.0,86.0,1994-04-03,32.0,Virginia,Point Guard,Right,Kansas,4,2017.0,2.0,4.0,Sacramento Kings,m/masonfr01.html
3057,Roger Mason,2002-03,2013-14,196.0,90.0,1980-09-10,45.0,District of Columbia,"Shooting Guard, Point Guard, and Small Forward",Right,Virginia,10,2002.0,2.0,2.0,Chicago Bulls,m/masonro01.html
3058,Tony Massenburg,1990-91,2004-05,206.0,99.0,1967-07-31,58.0,Virginia,Power Forward and Center,Right,Maryland,13,1990.0,2.0,16.0,San Antonio Spurs,m/masseto01.html
3059,Eddie Mast,1970-71,1972-73,206.0,99.0,1948-10-03,77.0,Pennsylvania,Power Forward,Right,Temple,3,1969.0,3.0,11.0,New York Knicks,m/masted01.html
3060,Yante Maten,2018-19,2018-19,201.0,108.0,1996-08-14,29.0,Michigan,Power Forward,Right,Georgia,1,,,,,m/matenya01.html
3061,Garrison Mathews,2019-20,2025-26,196.0,97.0,1996-10-24,29.0,Tennessee,Shooting Guard,Right,Lipscomb,7,,,,,m/mathega01.html
3062,Mangok Mathiang,2017-18,2017-18,208.0,104.0,1992-10-08,33.0,Australia,Center,Right,Louisville,1,,,,,m/mathima01.html
3063,Dakota Mathias,2020-21,2021-22,193.0,90.0,1995-07-11,31.0,Ohio,Shooting Guard,Right,Purdue,2,,,,,m/mathida01.html
3065,Bennedict Mathurin,2022-23,2025-26,196.0,95.0,2002-06-19,24.0,Quebec,Small Forward and Shooting Guard,Right,Arizona,4,2022.0,1.0,6.0,Indiana Pacers,m/mathube01.html
3066,Karlo Matković,2024-25,2025-26,208.0,104.0,2001-03-30,25.0,Bosnia and Herzegovina,Power Forward,Right,,2,2022.0,2.0,22.0,New Orleans Pelicans,m/matkoka01.html
3067,Wes Matthews,1980-81,1989-90,185.0,77.0,1959-08-24,66.0,Florida,Point Guard,Right,Wisconsin,9,1980.0,1.0,14.0,Washington Bullets,m/matthwe01.html
3068,Wesley Matthews,2009-10,2023-24,196.0,99.0,1986-10-14,39.0,Texas,Shooting Guard and Small Forward,Right,Marquette,15,,,,,m/matthwe02.html
3069,Ariel Maughan,1949-50,1950-51,193.0,86.0,1923-02-23,103.0,Utah,Forward,Right,Utah State University,2,,,,,m/maughar01.html
3070,Marlon Maxey,1992-93,1993-94,203.0,113.0,1969-02-19,57.0,Illinois,Power Forward,Right,Minnesota,2,1992.0,2.0,1.0,Minnesota Timberwolves,m/maxeyma01.html
3071,Tyrese Maxey,2020-21,2025-26,188.0,90.0,2000-11-04,25.0,Texas,Point Guard and Shooting Guard,Right,Kentucky,6,2020.0,1.0,21.0,Philadelphia 76ers,m/maxeyty01.html
3072,Jason Maxiell,2005-06,2014-15,201.0,117.0,1983-02-18,43.0,Illinois,Power Forward and Center,Right,Cincinnati,10,2005.0,1.0,26.0,Detroit Pistons,m/maxieja01.html
3073,Cedric Maxwell,1977-78,1987-88,203.0,92.0,1955-11-21,70.0,North Carolina,Small Forward,Right,UNC Charlotte,11,1977.0,1.0,12.0,Boston Celtics,m/maxwece01.html
3074,Vernon Maxwell,1988-89,2000-01,193.0,81.0,1965-09-12,60.0,Florida,Shooting Guard and Point Guard,Right,Florida,13,1988.0,2.0,22.0,Denver Nuggets,m/maxweve01.html
3075,Don May,1968-69,1974-75,193.0,90.0,1946-01-03,80.0,Ohio,Small Forward,Left,Dayton,7,1968.0,3.0,8.0,New York Knicks,m/maydo01.html
3076,Scott May,1976-77,1982-83,201.0,97.0,1954-03-19,72.0,Ohio,Small Forward,Right,Indiana,7,1976.0,1.0,2.0,Chicago Bulls,m/maysc01.html
3077,Sean May,2005-06,2009-10,206.0,120.0,1984-04-04,42.0,Illinois,Power Forward and Center,Right,UNC,4,2005.0,1.0,13.0,Charlotte Bobcats,m/mayse01.html
3078,Lee Mayberry,1992-93,1998-99,185.0,78.0,1970-06-12,56.0,Oklahoma,Point Guard,Right,Arkansas,7,1992.0,1.0,23.0,Milwaukee Bucks,m/maybele01.html
3079,Clyde Mayes,1975-76,1976-77,203.0,102.0,1953-03-17,73.0,South Carolina,Power Forward,Right,Furman University,2,1975.0,2.0,4.0,Milwaukee Bucks,m/mayescl01.html
3080,Tharon Mayes,1991-92,1991-92,190.0,79.0,1968-09-09,57.0,Connecticut,Shooting Guard,Right,Florida State,1,,,,,m/mayesth01.html
3081,Bill Mayfield,1980-81,1980-81,201.0,92.0,1957-10-17,68.0,Michigan,Small Forward,Right,Iowa,1,,,,,m/mayfibi01.html
3082,Ken Mayfield,1975-76,1975-76,188.0,83.0,1948-05-11,78.0,Illinois,Shooting Guard,Right,Tuskegee University,1,1971.0,3.0,15.0,New York Knicks,m/mayfike01.html
3083,Eric Maynor,2009-10,2013-14,190.0,79.0,1987-06-11,39.0,North Carolina,Point Guard and Shooting Guard,Right,VCU,5,2009.0,1.0,20.0,Utah Jazz,m/maynoer01.html
3084,O.J. Mayo,2008-09,2015-16,196.0,95.0,1987-11-05,38.0,West Virginia,Shooting Guard,Right,USC,8,2008.0,1.0,3.0,Minnesota Timberwolves,m/mayooj01.html
3085,Skylar Mays,2020-21,2023-24,193.0,92.0,1997-09-05,28.0,Louisiana,Shooting Guard and Point Guard,Right,LSU,4,2020.0,2.0,20.0,Atlanta Hawks,m/mayssk01.html
3086,Travis Mays,1990-91,1992-93,188.0,86.0,1968-06-19,58.0,Florida,Point Guard,Right,Texas,3,1990.0,1.0,14.0,Sacramento Kings,m/maystr01.html
3087,Matt Mazza,1949-50,1949-50,190.0,95.0,1923-09-23,102.0,New York,Forward,Right,Michigan State,1,,,,,m/mazzama01.html
3088,Luc Mbah a Moute,2008-09,2019-20,203.0,104.0,1986-09-09,39.0,Cameroon,Power Forward and Small Forward,Right,UCLA,12,2008.0,2.0,7.0,Milwaukee Bucks,m/mbahalu01.html
3089,Bez Mbeng,2025-26,2025-26,193.0,83.0,2003-05-02,23.0,Maryland,Shooting Guard,Right,Yale,1,,,,,m/mbengbe01.html
3090,Bob McAdoo,1972-73,1985-86,206.0,95.0,1951-09-25,74.0,North Carolina,Center and Power Forward,Right,Vincennes University,14,1972.0,1.0,2.0,Buffalo Braves,m/mcadobo01.html
3091,James Michael McAdoo,2014-15,2017-18,206.0,104.0,1993-01-04,33.0,Virginia,Power Forward,Right,UNC,4,,,,,m/mcadoja01.html
3092,Ken McBride,1954-55,1954-55,190.0,86.0,1929-05-23,97.0,Illinois,Shooting Guard,Right,University of Maryland Eastern Shore,1,1952.0,3.0,,Syracuse Nationals,m/mcbrike01.html
3093,Miles McBride,2021-22,2025-26,188.0,88.0,2000-09-08,25.0,Ohio,Point Guard and Shooting Guard,Right,West Virginia,5,2021.0,2.0,6.0,Oklahoma City Thunder,m/mcbrimi01.html
3094,Jared McCain,2024-25,2025-26,190.0,88.0,2004-02-20,22.0,California,Shooting Guard and Point Guard,Right,Duke,2,2024.0,1.0,16.0,Philadelphia 76ers,m/mccaija01.html
3095,Tahjere McCall,2018-19,2018-19,196.0,86.0,1994-08-17,31.0,Pennsylvania,Shooting Guard,Right,Tennessee State,1,,,,,m/mccalta01.html
3096,Ray McCallum,2013-14,2015-16,190.0,86.0,1991-06-12,35.0,Wisconsin,Point Guard,Right,Detroit Mercy,3,2013.0,2.0,6.0,Sacramento Kings,m/mccalra01.html
3097,Bob McCann,1989-90,1997-98,198.0,110.0,1964-04-22,62.0,New Jersey,Small Forward and Power Forward,Left,Upsala College,5,1987.0,2.0,9.0,Milwaukee Bucks,m/mccanbo01.html
3098,Brendan McCann,1957-58,1959-60,188.0,80.0,1935-07-05,91.0,New York,Point Guard,Right,St. Bonaventure,3,1957.0,1.0,5.0,New York Knicks,m/mccanbr01.html
3099,Mel McCants,1989-90,1989-90,203.0,108.0,1967-08-19,58.0,Illinois,Small Forward,Right,Purdue,1,,,,,m/mccanme01.html
3100,Rashad McCants,2005-06,2008-09,193.0,93.0,1984-09-25,41.0,North Carolina,Shooting Guard,Right,UNC,4,2005.0,1.0,14.0,Minnesota Timberwolves,m/mccanra01.html
3101,Mike McCarron,1949-50,1949-50,180.0,81.0,1922-03-02,104.0,New York,Guard,Right,Seton Hall,1,,,,,m/mccarmi01.html
3102,Andre McCarter,1976-77,1980-81,190.0,86.0,1953-08-25,72.0,Pennsylvania,Point Guard,Right,UCLA,3,1975.0,8.0,10.0,Cleveland Cavaliers,m/mccaran01.html
3103,Willie McCarter,1969-70,1971-72,190.0,79.0,1946-07-26,79.0,Indiana,Shooting Guard,Right,Drake University,3,1969.0,1.0,12.0,Los Angeles Lakers,m/mccarwi01.html
